7, m, true, false
7, f, true, true
7, f, true, true
7, f, true, true
7, f, true, true
7, f, true, true
7, f, true, true
7, f, true, true
7, m, true, false
7, f, true, true
7, m, true, false
7, f, true, true
7, f, true, true
7, f, true, true
7, f, true, true
7, m, true, false
7, m, true, false
7, m, true, false
7, m, true, false
7, f, true, true
6, f, true, true
6, f, true, true
6, m, true, false
6, m, true, false
6, f, true, true
6, m, true, false
6, m, true, false
6, m, true, false
6, f, true, true
6, m, true, false
6, f, true, true
6, f, true, true
6, m, true, false
6, f, true, true
6, f, true, true
6, f, true, true
6, m, true, false
6, f, true, true
6, f, true, true
6, f, true, true
6, f, true, true
6, f, true, true
6, f, true, true
6, m, true, false
6, f, true, true
6, f, true, true
6, m, true, false
6, f, true, true
6, m, true, false
6, m, true, false
6, f, true, true
6, m, true, false
6, f, true, true
6, f, true, true
6, m, true, false
6, m, true, false
6, m, true, false
6, f, true, true
6, f, true, true
6, f, true, true
6, m, true, false
6, m, true, false
6, m, true, false
6, f, true, true
6, m, true, false
6, f, true, true
6, m, true, false
6, f, true, true
6, m, true, false
6, f, true, true
6, f, true, true
6, f, true, true
6, f, true, true
6, f, true, true
6, f, true, true
6, m, true, false
6, f, true, true
6, f, true, true
6, f, true, true
6, m, true, false
6, f, true, true
6, f, true, true
6, f, true, true
6, m, true, false
6, m, true, false
5, f, true, true
5, f, true, true
5, m, true, false
5, m, true, false
5, m, true, false
5, m, true, false
5, f, true, true
5, f, true, true
5, m, true, false
5, f, true, true
5, f, true, true
5, f, true, true
5, m, true, false
5, m, true, false
5, f, true, true
5, m, true, false
5, m, true, false
5, m, true, false
5, m, true, false
5, m, true, false
5, m, true, false
5, m, true, false
5, m, true, false
5, f, true, true
5, m, true, false
5, f, true, true
5, m, true, false
5, f, true, true
5, m, true, false
5, f, true, true
5, f, true, true
5, m, true, false
5, m, true, false
5, m, true, false
5, f, true, true
5, f, true, true
5, f, true, true
5, f, true, true
5, f, true, true
5, m, true, false
5, f, true, true
5, f, true, true
5, f, true, true
5, f, true, true
5, f, true, true
5, m, true, false
5, f, true, true
5, f, true, true
5, f, true, true
5, f, true, true
5, m, true, false
5, m, true, false
5, m, true, false
5, f, true, true
5, f, true, true
5, m, true, false
5, m, true, false
5, m, true, false
5, m, true, false
5, m, true, false
5, f, true, true
5, f, true, true
5, f, true, true
5, f, true, true
5, f, true, true
5, m, true, false
5, m, true, false
5, m, true, false
5, f, true, true
5, f, true, true
5, f, true, true
5, m, true, false
5, f, true, true
5, m, true, false
5, m, true, false
5, f, true, true
5, f, true, true
5, f, true, true
5, f, true, true
5, f, true, true
5, m, true, false
5, m, true, false
5, m, true, false
5, m, true, false
5, f, true, true
5, f, true, true
5, m, true, false
5, m, true, false
5, f, true, true
5, f, true, true
5, f, true, true
5, m, true, false
5, f, true, true
5, f, true, true
5, f, true, true
5, f, true, true
5, m, true, false
5, f, true, true
5, m, true, false
5, m, true, false
5, f, true, true
5, m, true, false
5, m, true, false
5, m, true, false
5, f, true, true
5, f, true, true
5, f, true, true
5, m, true, false
5, m, true, false
5, f, true, true
5, m, true, false
5, m, true, false
5, m, true, false
5, m, true, false
5, f, true, true
5, f, true, true
5, f, true, true
5, f, true, true
5, f, true, true
5, m, true, false
5, f, true, true
5, m, true, false
5, m, true, false
5, m, true, false
5, f, true, true
5, m, true, false
4, m, true, false
4, m, true, false
4, m, true, false
4, m, true, false
4, m, true, false
4, f, true, true
4, m, true, false
4, f, true, true
4, f, true, true
4, f, true, true
4, m, true, false
4, f, true, true
4, m, true, false
4, f, true, true
4, m, true, false
4, m, true, false
4, f, true, true
4, f, true, true
4, f, true, true
4, f, true, true
4, f, true, true
4, f, true, true
4, m, true, false
4, f, true, true
4, f, true, true
4, m, true, false
4, m, true, false
4, f, true, true
4, m, true, false
4, m, true, false
4, m, true, false
4, m, true, false
4, m, true, false
4, f, true, true
4, m, true, false
4, f, true, true
4, f, true, true
4, f, true, true
4, m, true, false
4, f, true, true
